5401,Meristemomyces frigidus,Ascomycota,Dothideomycetes
5457,Meristemomyces frigidus,Ascomycota,Dothideomycetes
5474,Elasticomyces elasticus,Ascomycota,Dothideomycetes
5501,Meristemomyces frigidus,Ascomycota,Dothideomycetes
5508,Meristemomyces frigidus,Ascomycota,Dothideomycetes
5521,Oleoguttula sp,Ascomycota,Dothideomycetes
5522,Oleoguttula mirabilis,Ascomycota,Dothideomycetes
5536,Recurvomyces mirabilis,Ascomycota,Dothideomycetes
5737,Coniosporium uncinatum,Ascomycota,Dothideomycetes
5748,Exophiala sideris,Ascomycota,Eurotiomycetes
5792,Exophiala bonariae,Ascomycota,Eurotiomycetes
5910,Lithophila guttulata,Ascomycota,Eurotiomycetes
6328,Exophiala sideris,Ascomycota,Eurotiomycetes
6388,Belella sp.,Ascomycota,Eurotiomycetes
I176,Capnodiales sp.,Ascomycota,Dothideomycetes
ISOF63N,Capnodiales sp.,Ascomycota,Dothideomycetes
VA06,Knufia sp.,Ascomycota,Eurotiomycetes
VA15,Cladophialophora sp.,Ascomycota,Eurotiomycetes
VA18,Oleoguttula sp.,Ascomycota,Dothideomycetes
VA8-04,Oleoguttula sp.,Ascomycota,Dothideomycetes
